chr22	10524738
chr22	10526274
chr22	10526333
chr22	10526344
chr22	10526344
chr22	10526350
chr22	10526552
chr22	10526563
chr22	10530358
chr22	10530423
chr22	10530754
chr22	10530824
chr22	10532727
chr22	10536045
chr22	10536055
chr22	10536218
chr22	10550965
chr22	10551142
chr22	10551205
chr22	10551234
chr22	10553791
chr22	10553795
chr22	10553796
chr22	10554061
chr22	10557528
chr22	10557542
chr22	10557617
chr22	10557711
chr22	10557819
chr22	10559753
chr22	10560814
chr22	10560922
chr22	10560968
chr22	10561204
chr22	10561941
chr22	10561960
chr22	10562434
chr22	10562488
chr22	10568422
chr22	10568510
chr22	10571449
chr22	10572825
chr22	10572965
chr22	10573230
chr22	10573527
chr22	10573624
chr22	10582883
chr22	10582923
chr22	10586804
chr22	10586826
chr22	10586845
chr22	10587277
chr22	10598742
chr22	10599201
chr22	10599338
chr22	10600096
chr22	10617434
chr22	10617737
chr22	10633395
chr22	10633441
chr22	10633454
chr22	10633490
chr22	10633764
chr22	10633802
chr22	10633838
chr22	10633849
chr22	10633897
chr22	10633994
chr22	10634087
chr22	10634465
chr22	10637080
chr22	10637572
chr22	10649100
chr22	10649101
chr22	10649133
chr22	10649257
chr22	10649309
chr22	10649633
chr22	10649654
chr22	10649679
chr22	10649740
chr22	10650071
chr22	10650130
chr22	10650166
chr22	10652975
chr22	10653787
chr22	10657352
chr22	10657361
chr22	10657915
chr22	10658493
chr22	10659426
chr22	10660251
chr22	10660258
chr22	10660420
chr22	10660469
chr22	10660525
chr22	10660690
chr22	10661787
chr22	10661904
chr22	10662197
chr22	10662401
chr22	10662420
chr22	10662560
chr22	10662593
chr22	10662616
chr22	10663645
chr22	10663688
chr22	10663710
chr22	10664077
chr22	10664079
chr22	10664187
chr22	10665516
chr22	10665525
chr22	10665673
chr22	10665674
chr22	10665723
chr22	10665822
chr22	10665838
chr22	10665856
chr22	10666000
chr22	10666085
chr22	10667811
chr22	10667839
chr22	10667877
chr22	10668289
chr22	10668437
chr22	10668619
chr22	10668690
chr22	10668741
chr22	10668862
chr22	10669579
chr22	10669678
chr22	10670212
chr22	10670222
chr22	10670315
chr22	10670492
chr22	10670502
chr22	10670619
chr22	10670672
chr22	10672056
chr22	10672179
chr22	10673113
chr22	10673387
chr22	10674444
chr22	10675856
chr22	10676186
chr22	10676316
chr22	10676323
chr22	10679114
chr22	10679140
chr22	10679308
chr22	10679345
chr22	10679369
chr22	10679375
chr22	10683805
chr22	10684113
chr22	10684269
chr22	10684348
chr22	10684357
chr22	10684701
chr22	10685063
chr22	10685239
chr22	10685643
chr22	10685647
chr22	10685736
chr22	10685900
chr22	10685909
chr22	10686097
chr22	10686102
chr22	10686192
chr22	10686326
chr22	10686494
chr22	10686687
chr22	10686705
chr22	10687144
chr22	10687203
chr22	10687210
chr22	10687586
chr22	10687684
chr22	10687724
chr22	10688200
chr22	10688375
chr22	10688396
chr22	10688792
chr22	10688908
chr22	10688969
chr22	10689124
chr22	10689373
chr22	10689382
chr22	10689412
chr22	10690005
chr22	10690280
chr22	10690304
chr22	10690484
chr22	10690525
chr22	10694294
chr22	10694550
chr22	10694602
chr22	10694681
chr22	10695009
chr22	10695049
chr22	10695087
chr22	10696065
chr22	10696084
chr22	10696193
chr22	10696327
chr22	10696530
chr22	10696545
chr22	10696593
chr22	10696647
chr22	10697329
chr22	10697339
chr22	10697474
chr22	10697499
chr22	10697687
chr22	10697783
chr22	10697823
chr22	10697864
chr22	10698190
chr22	10698192
chr22	10698227
chr22	10698775
chr22	10698799
chr22	10698804
chr22	10699234
chr22	10699265
chr22	10699428
chr22	10699526
chr22	10699558
chr22	10699940
chr22	10700030
chr22	10700198
chr22	10701367
chr22	10701957
chr22	10702167
chr22	10702204
chr22	10702227
chr22	10702231
chr22	10703010
chr22	10703031
chr22	10703092
chr22	10703356
chr22	10703482
chr22	10703510
chr22	10703714
chr22	10703806
chr22	10705061
chr22	10705106
chr22	10705184
chr22	10705316
chr22	10705403
chr22	10705866
chr22	10705990
chr22	10706019
chr22	10706144
chr22	10706363
chr22	10707076
chr22	10707264
chr22	10707365
chr22	10707438
chr22	10707455
chr22	10707652
chr22	10707712
chr22	10707820
chr22	10707923
chr22	10708001
chr22	10708102
chr22	10708132
chr22	10708366
chr22	10708743
chr22	10708845
chr22	10709135
chr22	10709713
chr22	10709907
chr22	10718602
chr22	10718605
chr22	10718787
chr22	10718815
chr22	10719059
chr22	10719094
chr22	10719118
chr22	10719119
chr22	10720086
chr22	10721204
chr22	10721226
chr22	10721716
chr22	10721883
chr22	10721997
chr22	10723265
chr22	10723340
chr22	10724642
chr22	10724918
chr22	10725206
chr22	10725462
chr22	10725486
chr22	10725598
chr22	10725705
chr22	10725771
chr22	10725836
chr22	10725852
chr22	10725881
chr22	10725886
chr22	10725895
chr22	10725925
chr22	10726040
chr22	10726082
chr22	10732039
chr22	10736092
chr22	10741662
chr22	10744934
chr22	10745403
chr22	10745506
chr22	10745723
chr22	10745962
chr22	10746214
chr22	10746315
chr22	10746341
chr22	10746344
chr22	10748587
chr22	10748686
chr22	10748727
chr22	10748752
chr22	10751523
chr22	10751645
chr22	10751663
chr22	10752072
chr22	10756043
chr22	10756777
chr22	10757619
chr22	10762741
chr22	10763010
chr22	10764370
chr22	10764490
chr22	10764515
chr22	10764603
chr22	10764788
chr22	10766227
chr22	10766278
chr22	10766334
chr22	10766367
chr22	10770084
chr22	10770171
chr22	10770172
chr22	10770222
chr22	10772746
chr22	10774394
chr22	10774404
chr22	10774514
chr22	10774567
chr22	10774628
chr22	10784304
chr22	10784414
chr22	10784513
